date,branch_id,cash_in,cash_out,net_cash_flow,cumulative_cash
2025-09-28,B002,155806.46,55180.77,100625.68,23424207.74
2025-09-28,B003,107800.00,47169.26,60630.74,16336172.53
2025-09-28,B004,107800.00,39803.56,67996.44,18302658.85
2025-09-28,B005,126094.85,44320.33,81774.52,18547522.48
2025-09-29,B001,130681.01,35904.44,94776.58,28347398.69
2025-09-29,B002,128000.00,49390.90,78609.10,23502816.84
2025-09-29,B003,98000.00,48700.07,49299.93,16385472.46
2025-09-29,B004,112465.35,43457.54,69007.81,18371666.66
2025-09-29,B005,98000.00,35045.37,62954.63,18610477.11
2025-09-30,B001,128000.00,31597.08,96402.92,28443801.61
2025-09-30,B002,128000.00,51675.24,76324.76,23579141.59
2025-09-30,B003,104075.35,51026.65,53048.70,16438521.16
2025-09-30,B004,98000.00,36173.92,61826.08,18433492.74
2025-09-30,B005,98000.00,35045.37,62954.63,18673431.74
2025-10-01,B001,128000.00,34469.07,93530.93,28537332.54
2025-10-01,B002,142657.48,55336.22,87321.26,23666462.86
2025-10-01,B003,98000.00,46740.53,51259.47,16489780.62
2025-10-01,B004,98000.00,36664.19,61335.81,18494828.55
2025-10-01,B005,102838.44,36399.91,66438.53,18739870.26
2025-10-02,B001,140291.73,34885.23,105406.50,28642739.03
2025-10-02,B002,128000.00,48986.40,79013.60,23745476.46
2025-10-02,B003,98000.00,46553.64,51446.36,16541226.98
2025-10-02,B004,108891.76,42025.17,66866.59,18561695.14
2025-10-02,B005,98000.00,39568.73,58431.27,18798301.54
2025-10-03,B001,128000.00,31269.61,96730.39,28739469.42
2025-10-03,B002,128000.00,50971.74,77028.26,23822504.71
2025-10-03,B003,116600.28,47429.88,69170.40,16610397.38
2025-10-03,B004,98000.00,36664.19,61335.81,18623030.95
2025-10-03,B005,98000.00,40589.07,57410.93,18855712.47
2025-10-04,B001,140800.00,31269.61,109530.39,28848999.81
2025-10-04,B002,145939.86,50155.50,95784.36,23918289.07
2025-10-04,B003,107800.00,42705.79,65094.21,16675491.59
2025-10-04,B004,107800.00,36664.19,71135.81,18694166.76
2025-10-04,B005,121641.69,38848.73,82792.96,18938505.43
2025-10-05,B001,144223.92,35045.50,109178.43,28958178.24
2025-10-05,B002,140800.00,48986.40,91813.60,24010102.67
2025-10-05,B003,107800.00,42705.79,65094.21,16740585.79
2025-10-05,B004,122103.07,44342.04,77761.03,18771927.79
2025-10-05,B005,107800.00,35020.10,72779.90,19011285.33
2025-10-06,B001,128000.00,35115.76,92884.24,29051062.48
2025-10-06,B002,128000.00,48986.40,79013.60,24089116.27
2025-10-06,B003,110905.75,50467.07,60438.68,16801024.47
2025-10-06,B004,98000.00,36664.19,61335.81,18833263.60
2025-10-06,B005,98000.00,35020.10,62979.90,19074265.23
2025-10-07,B001,128000.00,31269.61,96730.39,29147792.87
2025-10-07,B002,131842.56,53115.54,78727.03,24167843.30
2025-10-07,B003,98000.00,47405.79,50594.21,16851618.68
2025-10-07,B004,98000.00,36664.19,61335.81,18894599.41
2025-10-07,B005,104189.94,42286.44,61903.49,19136168.72
2025-10-08,B001,131156.27,35274.71,95881.56,29243674.43
2025-10-08,B002,128000.00,51539.89,76460.11,24244303.41
2025-10-08,B003,98000.00,47247.65,50752.35,16902371.04
2025-10-08,B004,121834.29,42503.14,79331.15,18973930.56
2025-10-08,B005,98000.00,35020.10,62979.90,19199148.62
2025-10-09,B001,128000.00,35200.10,92799.90,29336474.33
2025-10-09,B002,128000.00,48986.40,79013.60,24323317.01
2025-10-09,B003,102198.07,44012.74,58185.32,16960556.36
2025-10-09,B004,98000.00,39335.67,58664.33,19032594.88
2025-10-09,B005,98000.00,35020.10,62979.90,19262128.52
2025-10-10,B001,128000.00,34477.75,93522.25,29429996.57
2025-10-10,B002,139066.59,51736.75,87329.83,24410646.84
2025-10-10,B003,98000.00,42705.79,55294.21,17015850.57
2025-10-10,B004,98000.00,36664.19,61335.81,19093930.69
2025-10-10,B005,108052.84,37649.46,70403.37,19332531.89
2025-10-11,B001,148329.17,33335.01,114994.16,29544990.73
2025-10-11,B002,140800.00,50958.04,89841.96,24500488.81
2025-10-11,B003,107800.00,42705.79,65094.21,17080944.77
2025-10-11,B004,117293.58,38745.26,78548.32,19172479.02
2025-10-11,B005,107800.00,39895.30,67904.70,19400436.59
2025-10-12,B001,140800.00,31269.61,109530.39,29654521.12
2025-10-12,B002,140800.00,48986.40,91813.60,24592302.41
2025-10-12,B003,120069.34,51443.19,68626.15,17149570.92
2025-10-12,B004,107800.00,36664.19,71135.81,19243614.83
2025-10-12,B005,107800.00,35020.10,72779.90,19473216.49
2025-10-13,B001,128000.00,31269.61,96730.39,29751251.51
2025-10-13,B002,135383.18,53668.15,81715.03,24674017.43
2025-10-13,B003,98000.00,42705.79,55294.21,17204865.12
2025-10-13,B004,98000.00,36664.19,61335.81,19304950.63
2025-10-13,B005,109075.79,38394.06,70681.73,19543898.21
2025-10-14,B001,138827.70,34517.57,104310.13,29855561.64
2025-10-14,B002,128000.00,48986.40,79013.60,24753031.03
2025-10-14,B003,98000.00,47608.18,50391.82,17255256.95
2025-10-14,B004,106022.86,43129.65,62893.21,19367843.85
2025-10-14,B005,98000.00,38907.90,59092.10,19602990.32
2025-10-15,B001,128000.00,34079.41,93920.59,29949482.23
2025-10-15,B002,128000.00,48986.40,79013.60,24832044.63
2025-10-15,B003,102368.49,48244.01,54124.48,17309381.43
2025-10-15,B004,98000.00,36664.19,61335.81,19429179.66
2025-10-15,B005,98000.00,35020.10,62979.90,19665970.21
2025-10-16,B001,128000.00,34633.56,93366.44,30042848.67
2025-10-16,B002,140550.54,54410.18,86140.36,24918184.99
2025-10-16,B003,98000.00,42705.79,55294.21,17364675.63
2025-10-16,B004,98000.00,40647.17,57352.83,19486532.48
2025-10-16,B005,110757.49,38304.71,72452.77,19738422.99
2025-10-17,B001,140138.22,34721.97,105416.25,30148264.91
2025-10-17,B002,128000.00,51307.41,76692.59,24994877.58
2025-10-17,B003,98000.00,42705.79,55294.21,17419969.84
2025-10-17,B004,103368.22,38029.22,65339.00,19551871.49
2025-10-17,B005,98000.00,39648.14,58351.86,19796774.85
2025-10-18,B001,140800.00,31269.61,109530.39,30257795.30
2025-10-18,B002,140800.00,51458.60,89341.40,25084218.98
2025-10-18,B003,122056.49,46494.14,75562.35,17495532.19
2025-10-18,B004,107800.00,36664.19,71135.81,19623007.30
2025-10-18,B005,107800.00,40083.47,67716.53,19864491.38
2025-10-19,B001,140800.00,31269.61,109530.39,30367325.69
2025-10-19,B002,167404.82,54758.31,112646.51,25196865.49
2025-10-19,B003,107800.00,42705.79,65094.21,17560626.39
2025-10-19,B004,107800.00,36664.19,71135.81,19694143.11
2025-10-19,B005,131062.20,41122.66,89939.54,19954430.92
2025-10-20,B001,136504.14,37172.92,99331.23,30466656.92
2025-10-20,B002,128000.00,48986.40,79013.60,25275879.09
2025-10-20,B003,98000.00,42705.79,55294.21,17615920.60
2025-10-20,B004,123007.68,43039.89,79967.79,19774110.89
2025-10-20,B005,98000.00,40664.63,57335.37,20011766.29
2025-10-21,B001,128000.00,31269.61,96730.39,30563387.31
2025-10-21,B002,128000.00,51989.15,76010.85,25351889.94
2025-10-21,B003,109217.06,45743.60,63473.46,17679394.06
2025-10-21,B004,98000.00,36664.19,61335.81,19835446.70
2025-10-21,B005,98000.00,35020.10,62979.90,20074746.19
2025-10-22,B001,128000.00,31269.61,96730.39,30660117.70
2025-10-22,B002,135009.45,53912.30,81097.15,25432987.09
2025-10-22,B003,98000.00,48053.26,49946.74,17729340.79
2025-10-22,B004,98000.00,40491.03,57508.97,19892955.67
2025-10-22,B005,110937.98,38304.34,72633.64,20147379.83
2025-10-23,B001,137967.73,37167.02,100800.70,30760918.41
2025-10-23,B002,128000.00,48986.40,79013.60,25512000.69
2025-10-23,B003,98000.00,42705.79,55294.21,17784635.00
2025-10-23,B004,100811.41,37537.06,63274.35,19956230.02
2025-10-23,B005,98000.00,35020.10,62979.90,20210359.72
2025-10-24,B001,128000.00,35218.42,92781.58,30853699.99
2025-10-24,B002,128000.00,48986.40,79013.60,25591014.29
2025-10-24,B003,122610.15,54910.88,67699.26,17852334.26
2025-10-24,B004,98000.00,36664.19,61335.81,20017565.83
2025-10-24,B005,98000.00,40616.64,57383.36,20267743.09
2025-10-25,B001,140800.00,35446.98,105353.02,30959053.00
2025-10-25,B002,144437.93,52098.64,92339.29,25683353.58
2025-10-25,B003,107800.00,42705.79,65094.21,17917428.47
2025-10-25,B004,107800.00,36664.19,71135.81,20088701.64
2025-10-25,B005,117886.79,37858.46,80028.33,20347771.41
2025-10-26,B001,154695.28,35139.36,119555.92,31078608.92
2025-10-26,B002,140800.00,48986.40,91813.60,25775167.18
2025-10-26,B003,107800.00,46997.44,60802.56,17978231.03
2025-10-26,B004,117398.22,39390.89,78007.33,20166708.97
2025-10-26,B005,107800.00,39849.19,67950.81,20415722.22
2025-10-27,B001,128000.00,31269.61,96730.39,31175339.31
2025-10-27,B002,128000.00,51314.72,76685.28,25851852.46
2025-10-27,B003,104557.60,44598.69,59958.90,18038189.94
2025-10-27,B004,98000.00,36664.19,61335.81,20228044.78
2025-10-27,B005,98000.00,39476.91,58523.09,20474245.31
2025-10-28,B001,128000.00,31269.61,96730.39,31272069.70
2025-10-28,B002,141905.79,53158.34,88747.45,25940599.91
2025-10-28,B003,98000.00,42705.79,55294.21,18093484.14
2025-10-28,B004,98000.00,36664.19,61335.81,20289380.59
2025-10-28,B005,110473.04,42680.02,67793.02,20542038.33
2025-10-29,B001,136212.21,36777.69,99434.52,31371504.22
2025-10-29,B002,128000.00,48986.40,79013.60,26019613.51
2025-10-29,B003,98000.00,42705.79,55294.21,18148778.35
2025-10-29,B004,110230.29,39603.25,70627.04,20360007.63
2025-10-29,B005,98000.00,35020.10,62979.90,20605018.23
2025-10-30,B001,128000.00,34208.37,93791.63,31465295.85
2025-10-30,B002,128000.00,48986.40,79013.60,26098627.11
2025-10-30,B003,104201.80,49779.03,54422.77,18203201.12
2025-10-30,B004,98000.00,36664.19,61335.81,20421343.44
2025-10-30,B005,98000.00,39801.42,58198.58,20663216.81
2025-10-31,B001,128000.00,31269.61,96730.39,31562026.24
2025-10-31,B002,142609.97,52962.55,89647.42,26188274.53
2025-10-31,B003,98000.00,42705.79,55294.21,18258495.32
2025-10-31,B004,98000.00,39830.91,58169.09,20479512.53
2025-10-31,B005,118401.23,41212.62,77188.61,20740405.42
2025-11-01,B001,144251.68,31951.41,112300.27,31674326.51
2025-11-01,B002,140800.00,53597.46,87202.54,26275477.07
2025-11-01,B003,107800.00,49981.87,57818.13,18316313.45
2025-11-01,B004,121982.98,39575.30,82407.68,20561920.21
2025-11-01,B005,107800.00,35021.80,72778.20,20813183.62
2025-11-02,B001,140800.00,30986.91,109813.09,31784139.60
2025-11-02,B002,140800.00,49743.27,91056.73,26366533.80
2025-11-02,B003,123765.01,54895.30,68869.72,18385183.17
2025-11-02,B004,107800.00,36179.38,71620.62,20633540.84
2025-11-02,B005,107800.00,42369.32,65430.68,20878614.30
2025-11-03,B001,128000.00,36404.36,91595.64,31875735.24
2025-11-03,B002,139059.62,52422.82,86636.80,26453170.61
2025-11-03,B003,98000.00,43386.65,54613.35,18439796.52
2025-11-03,B004,98000.00,41529.55,56470.45,20690011.29
2025-11-03,B005,106822.15,37634.00,69188.16,20947802.46
2025-11-04,B001,143221.45,39975.15,103246.29,31978981.54
2025-11-04,B002,128000.00,49743.27,78256.73,26531427.34
2025-11-04,B003,98000.00,50737.56,47262.44,18487058.95
2025-11-04,B004,114982.55,40289.14,74693.42,20764704.71
2025-11-04,B005,98000.00,35021.80,62978.20,21010780.66
2025-11-05,B001,128000.00,30986.91,97013.09,32075994.63
2025-11-05,B002,128000.00,49743.27,78256.73,26609684.07
2025-11-05,B003,105443.74,45557.09,59886.65,18546945.60
2025-11-05,B004,98000.00,36179.38,61820.62,20826525.33
2025-11-05,B005,98000.00,41282.22,56717.78,21067498.45
2025-11-06,B001,128000.00,35477.76,92522.24,32168516.87
2025-11-06,B002,135257.05,51726.92,83530.13,26693214.20
2025-11-06,B003,98000.00,51145.17,46854.83,18593800.43
2025-11-06,B004,98000.00,40497.28,57502.72,20884028.05
2025-11-06,B005,111787.92,38405.23,73382.70,21140881.14
2025-11-07,B001,138614.42,33978.37,104636.05,32273152.92
2025-11-07,B002,128000.00,53722.13,74277.87,26767492.08
2025-11-07,B003,98000.00,43386.65,54613.35,18648413.78
2025-11-07,B004,107282.86,38486.89,68795.98,20952824.03
2025-11-07,B005,98000.00,35021.80,62978.20,21203859.35
2025-11-08,B001,140800.00,30986.91,109813.09,32382966.02
2025-11-08,B002,140800.00,53546.84,87253.16,26854745.24
2025-11-08,B003,119576.66,52006.77,67569.88,18715983.67
2025-11-08,B004,107800.00,41741.60,66058.40,21018882.43
2025-11-08,B005,107800.00,35021.80,72778.20,21276637.55
2025-11-09,B001,140800.00,30986.91,109813.09,32492779.11
2025-11-09,B002,151216.71,55198.27,96018.44,26950763.68
2025-11-09,B003,107800.00,50463.15,57336.85,18773320.52
2025-11-09,B004,107800.00,36179.38,71620.62,21090503.06
2025-11-09,B005,125007.57,45583.58,79423.99,21356061.54
2025-11-10,B001,140606.79,34163.94,106442.85,32599221.96
2025-11-10,B002,128000.00,52570.03,75429.97,27026193.65
2025-11-10,B003,98000.00,43386.65,54613.35,18827933.87
2025-11-10,B004,125449.24,43550.37,81898.88,21172401.94
2025-11-10,B005,98000.00,35021.80,62978.20,21419039.75
2025-11-11,B001,128000.00,30986.91,97013.09,32696235.06
2025-11-11,B002,128000.00,53063.94,74936.06,27101129.71
2025-11-11,B003,105830.70,45604.15,60226.55,18888160.42
2025-11-11,B004,98000.00,36179.38,61820.62,21234222.56
2025-11-11,B005,98000.00,41189.47,56810.53,21475850.28
2025-11-12,B001,128000.00,35280.76,92719.24,32788954.30
2025-11-12,B002,134053.55,55603.18,78450.37,27179580.08
2025-11-12,B003,98000.00,43386.65,54613.35,18942773.78
2025-11-12,B004,98000.00,41006.29,56993.71,21291216.27
2025-11-12,B005,108406.03,44383.57,64022.46,21539872.73
2025-11-13,B001,136187.68,37248.92,98938.76,32887893.06
2025-11-13,B002,128000.00,53348.82,74651.18,27254231.26
2025-11-13,B003,98000.00,50101.89,47898.11,18990671.89
2025-11-13,B004,112608.29,45522.67,67085.62,21358301.89
2025-11-13,B005,98000.00,42593.63,55406.37,21595279.10
2025-11-14,B001,128000.00,30986.91,97013.09,32984906.15
2025-11-14,B002,128000.00,52462.34,75537.66,27329768.92
2025-11-14,B003,106439.37,45459.97,60979.41,19051651.29
2025-11-14,B004,98000.00,36179.38,61820.62,21420122.51
2025-11-14,B005,98000.00,35021.80,62978.20,21658257.30
2025-11-15,B001,140800.00,35601.23,105198.77,33090104.92
2025-11-15,B002,159796.58,58872.65,100923.93,27430692.85
2025-11-15,B003,107800.00,43386.65,64413.35,19116064.64
2025-11-15,B004,107800.00,40951.94,66848.06,21486970.57
2025-11-15,B005,115228.44,37128.98,78099.47,21736356.77
2025-11-16,B001,154731.91,39878.91,114853.00,33204957.92
2025-11-16,B002,140800.00,53619.44,87180.56,27517873.41
2025-11-16,B003,107800.00,49687.12,58112.88,19174177.53
2025-11-16,B004,120352.62,43100.16,77252.47,21564223.03
2025-11-16,B005,107800.00,35021.80,72778.20,21809134.98
2025-11-17,B001,128000.00,30986.91,97013.09,33301971.02
2025-11-17,B002,128000.00,53669.31,74330.69,27592204.10
2025-11-17,B003,110853.05,47139.57,63713.48,19237891.00
2025-11-17,B004,98000.00,36179.38,61820.62,21626043.66
2025-11-17,B005,98000.00,35021.80,62978.20,21872113.18
2025-11-18,B001,128000.00,30986.91,97013.09,33398984.11
2025-11-18,B002,137723.11,56654.95,81068.17,27673272.27
2025-11-18,B003,98000.00,43386.65,54613.35,19292504.36
2025-11-18,B004,98000.00,41263.11,56736.89,21682780.55
2025-11-18,B005,102232.01,36322.70,65909.31,21938022.49
2025-11-19,B001,133229.68,32515.21,100714.47,33499698.58
2025-11-19,B002,128000.00,49743.27,78256.73,27751529.00
2025-11-19,B003,98000.00,43386.65,54613.35,19347117.71
2025-11-19,B004,108843.93,39103.84,69740.09,21752520.64
2025-11-19,B005,98000.00,40905.73,57094.27,21995116.76
2025-11-20,B001,128000.00,30986.91,97013.09,33596711.67
2025-11-20,B002,128000.00,53849.32,74150.68,27825679.68
2025-11-20,B003,114974.18,54607.23,60366.94,19407484.65
2025-11-20,B004,98000.00,40761.12,57238.88,21809759.52
2025-11-20,B005,98000.00,41407.18,56592.82,22051709.58
2025-11-21,B001,128000.00,30986.91,97013.09,33693724.77
2025-11-21,B002,141922.16,53072.23,88849.93,27914529.61
2025-11-21,B003,98000.00,43386.65,54613.35,19462098.00
2025-11-21,B004,98000.00,36179.38,61820.62,21871580.15
2025-11-21,B005,102948.22,36200.03,66748.19,22118457.78
2025-11-22,B001,162573.67,39653.55,122920.12,33816644.89
2025-11-22,B002,140800.00,49743.27,91056.73,28005586.34
2025-11-22,B003,107800.00,51113.74,56686.26,19518784.26
2025-11-22,B004,127452.46,40871.43,86581.03,21958161.18
2025-11-22,B005,107800.00,35021.80,72778.20,22191235.98
2025-11-23,B001,140800.00,30986.91,109813.09,33926457.98
2025-11-23,B002,140800.00,52873.13,87926.87,28093513.21
2025-11-23,B003,127394.91,53611.35,73783.56,19592567.82
2025-11-23,B004,107800.00,40238.81,67561.19,22025722.37
2025-11-23,B005,107800.00,35021.80,72778.20,22264014.18
2025-11-24,B001,128000.00,35057.26,92942.74,34019400.71
2025-11-24,B002,137873.50,52168.80,85704.70,28179217.91
2025-11-24,B003,98000.00,43386.65,54613.35,19647181.17
2025-11-24,B004,98000.00,36179.38,61820.62,22087542.99
2025-11-24,B005,104443.47,36612.98,67830.50,22331844.68
2025-11-25,B001,140740.14,34045.84,106694.30,34126095.01
2025-11-25,B002,128000.00,49743.27,78256.73,28257474.64
2025-11-25,B003,98000.00,43386.65,54613.35,19701794.52
2025-11-25,B004,101186.90,37158.68,64028.23,22151571.22
2025-11-25,B005,98000.00,35021.80,62978.20,22394822.89
2025-11-26,B001,128000.00,35355.96,92644.04,34218739.05
2025-11-26,B002,128000.00,52540.04,75459.96,28332934.61
2025-11-26,B003,113580.32,53693.05,59887.27,19761681.79
2025-11-26,B004,98000.00,36179.38,61820.62,22213391.84
2025-11-26,B005,98000.00,40766.46,57233.54,22452056.43
2025-11-27,B001,128000.00,30986.91,97013.09,34315752.14
2025-11-27,B002,137893.76,52144.05,85749.71,28418684.32
2025-11-27,B003,98000.00,43386.65,54613.35,19816295.14
2025-11-27,B004,98000.00,40760.12,57239.88,22270631.72
2025-11-27,B005,106372.64,37238.92,69133.72,22521190.15
2025-11-28,B001,135472.75,33049.05,102423.70,34418175.84
2025-11-28,B002,128000.00,49743.27,78256.73,28496941.05
2025-11-28,B003,98000.00,48350.97,49649.03,19865944.17
2025-11-28,B004,105843.23,38429.38,67413.85,22338045.58
2025-11-28,B005,98000.00,35021.80,62978.20,22584168.36
2025-11-29,B001,140800.00,30986.91,109813.09,34527988.93
2025-11-29,B002,140800.00,53693.33,87106.67,28584047.72
2025-11-29,B003,143580.01,51551.42,92028.59,19957972.76
2025-11-29,B004,107800.00,36179.38,71620.62,22409666.20
2025-11-29,B005,107800.00,35021.80,72778.20,22656946.56
2025-11-30,B001,140800.00,30986.91,109813.09,34637802.03
2025-11-30,B002,144273.87,54679.23,89594.64,28673642.36
2025-11-30,B003,107800.00,43386.65,64413.35,20022386.11
2025-11-30,B004,107800.00,36179.38,71620.62,22481286.83
2025-11-30,B005,126398.68,39166.84,87231.85,22744178.41
2025-12-01,B001,146192.41,33857.57,112334.84,34750136.87
2025-12-01,B002,135680.00,49540.53,86139.47,28759781.83
2025-12-01,B003,103880.00,43475.15,60404.85,20082790.95
2025-12-01,B004,108193.62,38168.89,70024.73,22551311.55
2025-12-01,B005,103880.00,34599.75,69280.25,22813458.66
2025-12-02,B001,135680.00,30982.07,104697.93,34854834.80
2025-12-02,B002,135680.00,49540.53,86139.47,28845921.30
2025-12-02,B003,110408.53,44995.73,65412.80,20148203.75
2025-12-02,B004,103880.00,40395.57,63484.43,22614795.99
2025-12-02,B005,103880.00,34599.75,69280.25,22882738.92
2025-12-03,B001,135680.00,30982.07,104697.93,34959532.73
2025-12-03,B002,153934.96,54192.61,99742.35,28945663.65
2025-12-03,B003,103880.00,43475.15,60404.85,20208608.60
2025-12-03,B004,103880.00,37064.69,66815.31,22681611.30
2025-12-03,B005,116142.45,37910.29,78232.17,22960971.08
2025-12-04,B001,139849.22,35639.50,104209.72,35063742.45
2025-12-04,B002,135680.00,49540.53,86139.47,29031803.11
2025-12-04,B003,103880.00,48980.03,54899.97,20263508.57
2025-12-04,B004,118111.42,43061.99,75049.43,22756660.73
2025-12-04,B005,103880.00,34599.75,69280.25,23030251.34
2025-12-05,B001,135680.00,34895.89,100784.11,35164526.56
2025-12-05,B002,135680.00,49540.53,86139.47,29117942.58
2025-12-05,B003,116593.04,46387.58,70205.46,20333714.02
2025-12-05,B004,103880.00,37064.69,66815.31,22823476.04
2025-12-05,B005,103880.00,34599.75,69280.25,23099531.59
2025-12-06,B001,149248.00,30982.07,118265.93,35282792.49
2025-12-06,B002,160406.93,54624.77,105782.16,29223724.74
2025-12-06,B003,114268.00,48132.28,66135.72,20399849.74
2025-12-06,B004,114268.00,37064.69,77203.31,22900679.36
2025-12-06,B005,134772.64,40081.54,94691.10,23194222.69
2025-12-07,B001,158882.34,32986.10,125896.24,35408688.72
2025-12-07,B002,149248.00,49540.53,99707.47,29323432.21
2025-12-07,B003,114268.00,49094.43,65173.57,20465023.31
2025-12-07,B004,127835.08,43280.74,84554.34,22985233.70
2025-12-07,B005,114268.00,34599.75,79668.25,23273890.95
2025-12-08,B001,135680.00,35027.21,100652.79,35509341.51
2025-12-08,B002,135680.00,49540.53,86139.47,29409571.68
2025-12-08,B003,107919.41,44607.31,63312.09,20528335.41
2025-12-08,B004,103880.00,39792.33,64087.67,23049321.37
2025-12-08,B005,103880.00,34599.75,69280.25,23343171.20
2025-12-09,B001,135680.00,30982.07,104697.93,35614039.44
2025-12-09,B002,142249.31,54236.47,88012.84,29497584.51
2025-12-09,B003,103880.00,47781.65,56098.35,20584433.75
2025-12-09,B004,103880.00,40712.32,63167.68,23112489.06
2025-12-09,B005,126879.59,39783.37,87096.23,23430267.43
2025-12-10,B001,140062.41,32007.57,108054.84,35722094.28
2025-12-10,B002,135680.00,51753.09,83926.91,29581511.42
2025-12-10,B003,103880.00,43475.15,60404.85,20644838.60
2025-12-10,B004,123517.41,45963.33,77554.08,23190043.14
2025-12-10,B005,103880.00,39519.27,64360.73,23494628.16
2025-12-11,B001,135680.00,30982.07,104697.93,35826792.21
2025-12-11,B002,135680.00,49540.53,86139.47,29667650.89
2025-12-11,B003,110983.38,50628.64,60354.75,20705193.35
2025-12-11,B004,103880.00,37064.69,66815.31,23256858.45
2025-12-11,B005,103880.00,40367.97,63512.03,23558140.19
2025-12-12,B001,135680.00,34705.17,100974.83,35927767.03
2025-12-12,B002,153567.44,54350.71,99216.73,29766867.62
2025-12-12,B003,103880.00,43475.15,60404.85,20765598.19
2025-12-12,B004,103880.00,37064.69,66815.31,23323673.76
2025-12-12,B005,115355.65,37401.76,77953.90,23636094.09
2025-12-13,B001,170623.68,38209.99,132413.70,36060180.73
2025-12-13,B002,149248.00,51998.48,97249.52,29864117.14
2025-12-13,B003,114268.00,47169.56,67098.44,20832696.63
2025-12-13,B004,137351.82,45513.95,91837.87,23415511.63
2025-12-13,B005,114268.00,34599.75,79668.25,23715762.34
2025-12-14,B001,149248.00,30982.07,118265.93,36178446.66
2025-12-14,B002,149248.00,49540.53,99707.47,29963824.61
2025-12-14,B003,119462.28,44769.90,74692.37,20907389.00
2025-12-14,B004,114268.00,41002.82,73265.18,23488776.80
2025-12-14,B005,114268.00,39682.92,74585.08,23790347.43
2025-12-15,B001,135680.00,34874.06,100805.94,36279252.59
2025-12-15,B002,145440.95,54475.65,90965.29,30054789.90
2025-12-15,B003,103880.00,47803.54,56076.46,20963465.46
2025-12-15,B004,103880.00,37064.69,66815.31,23555592.11
2025-12-15,B005,114393.83,41875.64,72518.19,23862865.61
2025-12-16,B001,147300.51,36783.18,110517.33,36389769.93
2025-12-16,B002,135680.00,51744.86,83935.14,30138725.04
2025-12-16,B003,103880.00,43475.15,60404.85,21023870.31
2025-12-16,B004,117593.38,44519.36,73074.02,23628666.13
2025-12-16,B005,103880.00,39867.97,64012.03,23926877.64
2025-12-17,B001,135680.00,34898.19,100781.81,36490551.74
2025-12-17,B002,135680.00,52315.93,83364.07,30222089.11
2025-12-17,B003,110161.25,45203.97,64957.28,21088827.59
2025-12-17,B004,103880.00,37064.69,66815.31,23695481.44
2025-12-17,B005,103880.00,34599.75,69280.25,23996157.90
2025-12-18,B001,135680.00,30982.07,104697.93,36595249.67
2025-12-18,B002,139699.79,50480.07,89219.72,30311308.83
2025-12-18,B003,103880.00,43475.15,60404.85,21149232.43
2025-12-18,B004,103880.00,37064.69,66815.31,23762296.75
2025-12-18,B005,106046.49,35203.13,70843.36,24067001.26
2025-12-19,B001,143932.10,36969.95,106962.15,36702211.82
2025-12-19,B002,135680.00,49540.53,86139.47,30397448.29
2025-12-19,B003,103880.00,43475.15,60404.85,21209637.28
2025-12-19,B004,106168.14,37721.77,68446.38,23830743.13
2025-12-19,B005,103880.00,38334.94,65545.06,24132546.32
2025-12-20,B001,149248.00,35205.51,114042.49,36816254.31
2025-12-20,B002,149248.00,49540.53,99707.47,30497155.76
2025-12-20,B003,120146.68,44853.63,75293.04,21284930.32
2025-12-20,B004,114268.00,37064.69,77203.31,23907946.44
2025-12-20,B005,114268.00,34599.75,79668.25,24212214.58
2025-12-21,B001,149248.00,34915.28,114332.72,36930587.02
2025-12-21,B002,160358.30,52182.76,108175.54,30605331.30
2025-12-21,B003,114268.00,47873.96,66394.04,21351324.36
2025-12-21,B004,114268.00,37064.69,77203.31,23985149.76
2025-12-21,B005,123536.71,40812.44,82724.27,24294938.84
2025-12-22,B001,139635.19,35369.83,104265.35,37034852.38
2025-12-22,B002,135680.00,52216.71,83463.29,30688794.59
2025-12-22,B003,103880.00,43475.15,60404.85,21411729.21
2025-12-22,B004,117778.64,40569.52,77209.12,24062358.88
2025-12-22,B005,103880.00,38925.82,64954.18,24359893.03
2025-12-23,B001,135680.00,30982.07,104697.93,37139550.31
2025-12-23,B002,135680.00,49540.53,86139.47,30774934.06
2025-12-23,B003,113725.06,50923.98,62801.07,21474530.28
2025-12-23,B004,103880.00,37064.69,66815.31,24129174.19
2025-12-23,B005,103880.00,39251.28,64628.72,24424521.75
2025-12-24,B001,135680.00,30982.07,104697.93,37244248.24
2025-12-24,B002,139007.58,50480.89,88526.68,30863460.74
2025-12-24,B003,103880.00,47154.54,56725.46,21531255.74
2025-12-24,B004,103880.00,37064.69,66815.31,24195989.50
2025-12-24,B005,111016.83,36277.57,74739.27,24499261.02
2025-12-25,B001,139936.18,31996.40,107939.78,37352188.01
2025-12-25,B002,135680.00,49540.53,86139.47,30949600.21
2025-12-25,B003,103880.00,43475.15,60404.85,21591660.59
2025-12-25,B004,117833.79,40359.46,77474.33,24273463.83
2025-12-25,B005,103880.00,34599.75,69280.25,24568541.27
2025-12-26,B001,135680.00,34207.31,101472.69,37453660.70
2025-12-26,B002,135680.00,49540.53,86139.47,31035739.68
2025-12-26,B003,111162.52,45325.20,65837.32,21657497.91
2025-12-26,B004,103880.00,37064.69,66815.31,24340279.15
2025-12-26,B005,103880.00,34599.75,69280.25,24637821.53
2025-12-27,B001,149248.00,30982.07,118265.93,37571926.63
